index,filename,dimensions,format
1160,6-3_output\dun\m5d2\texture\m5d2_a3_mtl30_n.dds,512x512,BC3_UNORM
1160,7-0_output\dun\m5d2\texture\m5d2_a3_mtl30_n.dds,512x512,BC7_UNORM
1162,6-3_output\dun\m5d2\texture\_m5d2_a3_emv01_n.dds,256x256,BC3_UNORM
1162,7-0_output\dun\m5d2\texture\_m5d2_a3_emv01_n.dds,256x256,BC7_UNORM
1163,6-3_output\dun\m5d2\texture\_m5d2_a3_emv02_n.dds,256x256,BC3_UNORM
1163,7-0_output\dun\m5d2\texture\_m5d2_a3_emv02_n.dds,256x256,BC7_UNORM
1174,6-3_output\dun\m5d3\texture\m5d3_a0_wod01_n.dds,256x1024,BC3_UNORM
1174,7-0_output\dun\m5d3\texture\m5d3_a0_wod01_n.dds,256x1024,BC7_UNORM
1175,6-3_output\dun\m5d3\texture\m5d3_a0_wod09_n.dds,256x1024,BC3_UNORM
1175,7-0_output\dun\m5d3\texture\m5d3_a0_wod09_n.dds,256x1024,BC7_UNORM
1194,6-3_output\dun\m5d3\texture\m5d3_a3_stn04_n.dds,1024x1024,BC3_UNORM
1194,7-0_output\dun\m5d3\texture\m5d3_a3_stn04_n.dds,1024x1024,BC7_UNORM
1221,6-3_output\dun\m5d4\texture\m5d4_a1_stn08_n.dds,512x512,BC3_UNORM
1221,7-0_output\dun\m5d4\texture\m5d4_a1_stn08_n.dds,512x512,BC7_UNORM
1222,6-3_output\dun\m5d4\texture\m5d4_a1_stn39_n.dds,256x512,BC3_UNORM
1222,7-0_output\dun\m5d4\texture\m5d4_a1_stn39_n.dds,256x512,BC7_UNORM
1246,6-3_output\dun\n4d1\texture\n4d1_a0_min01_n.dds,1024x1024,BC3_UNORM
1246,7-0_output\dun\n4d1\texture\n4d1_a0_min01_n.dds,1024x1024,BC7_UNORM
1247,6-3_output\dun\n4d1\texture\n4d1_a1_g0002_n.dds,256x256,BC3_UNORM
1247,7-0_output\dun\n4d1\texture\n4d1_a1_g0002_n.dds,256x256,BC7_UNORM
1251,6-3_output\dun\n4d1\texture\n4d1_a2_grs10_n.dds,1024x1024,BC3_UNORM
1251,7-0_output\dun\n4d1\texture\n4d1_a2_grs10_n.dds,1024x1024,BC7_UNORM
1260,6-3_output\dun\n4d1\texture\n4d1_a3_gls01_n.dds,256x128,BC3_UNORM
1260,7-0_output\dun\n4d1\texture\n4d1_a3_gls01_n.dds,256x128,BC7_UNORM
1262,6-3_output\dun\n4d1\texture\n4d1_a3_wod05_n.dds,512x512,BC3_UNORM
1262,7-0_output\dun\n4d1\texture\n4d1_a3_wod05_n.dds,512x512,BC7_UNORM
1290,6-3_output\dun\n4d2\texture\n4d2_a0_g0071_n.dds,256x256,BC3_UNORM
1290,7-0_output\dun\n4d2\texture\n4d2_a0_g0071_n.dds,256x256,BC7_UNORM
1292,6-3_output\dun\n4d2\texture\n4d2_a0_grs01_n.dds,512x512,BC3_UNORM
1292,7-0_output\dun\n4d2\texture\n4d2_a0_grs01_n.dds,512x512,BC7_UNORM
1294,6-3_output\dun\n4d2\texture\n4d2_a0_grs07_d.dds,1024x1024,BC3_UNORM
1294,7-0_output\dun\n4d2\texture\n4d2_a0_grs07_d.dds,1024x1024,BC7_UNORM
1308,6-3_output\dun\n4d2\texture\n4d2_a0_stn01_n.dds,1024x1024,BC3_UNORM
1308,7-0_output\dun\n4d2\texture\n4d2_a0_stn01_n.dds,1024x1024,BC7_UNORM
1309,6-3_output\dun\n4d2\texture\n4d2_a0_wod05_d.dds,1024x1024,BC3_UNORM
1309,7-0_output\dun\n4d2\texture\n4d2_a0_wod05_d.dds,1024x1024,BC7_UNORM
1310,6-3_output\dun\n4d2\texture\n4d2_a0_wod05_n.dds,1024x1024,BC3_UNORM
1310,7-0_output\dun\n4d2\texture\n4d2_a0_wod05_n.dds,1024x1024,BC7_UNORM
1311,6-3_output\dun\n4d2\texture\n4d2_a1_grs02_n.dds,1024x1024,BC3_UNORM
1311,7-0_output\dun\n4d2\texture\n4d2_a1_grs02_n.dds,1024x1024,BC7_UNORM
1316,6-3_output\dun\n4d2\texture\n4d2_a1_plt13_n.dds,1024x1024,BC3_UNORM
1316,7-0_output\dun\n4d2\texture\n4d2_a1_plt13_n.dds,1024x1024,BC7_UNORM
1323,6-3_output\dun\n4d2\texture\n4d2_a2_plt02_d.dds,512x128,BC3_UNORM
1323,7-0_output\dun\n4d2\texture\n4d2_a2_plt02_d.dds,512x128,BC7_UNORM
1327,6-3_output\dun\n4d2\texture\n4d2_a2_plt06_n.dds,1024x1024,BC3_UNORM
1327,7-0_output\dun\n4d2\texture\n4d2_a2_plt06_n.dds,1024x1024,BC7_UNORM
1329,6-3_output\dun\n4d2\texture\n4d2_a2_plt09_n.dds,1024x1024,BC3_UNORM
1329,7-0_output\dun\n4d2\texture\n4d2_a2_plt09_n.dds,1024x1024,BC7_UNORM
1330,6-3_output\dun\n4d2\texture\n4d2_a2_plt13_n.dds,512x512,BC3_UNORM
1330,7-0_output\dun\n4d2\texture\n4d2_a2_plt13_n.dds,512x512,BC7_UNORM
1332,6-3_output\dun\n4d2\texture\n4d2_a3_wat02_n.dds,512x512,BC3_UNORM
1332,7-0_output\dun\n4d2\texture\n4d2_a3_wat02_n.dds,512x512,BC7_UNORM
1342,6-3_output\dun\n4d4\texture\n4d4_a0_min06_n.dds,1024x1024,BC3_UNORM
1342,7-0_output\dun\n4d4\texture\n4d4_a0_min06_n.dds,1024x1024,BC7_UNORM
1343,6-3_output\dun\n4d4\texture\n4d4_a0_stn05_n.dds,1024x1024,BC3_UNORM
1343,7-0_output\dun\n4d4\texture\n4d4_a0_stn05_n.dds,1024x1024,BC7_UNORM
1344,6-3_output\dun\n4d4\texture\n4d4_a0_stn06_n.dds,512x512,BC3_UNORM
1344,7-0_output\dun\n4d4\texture\n4d4_a0_stn06_n.dds,512x512,BC7_UNORM
1346,6-3_output\dun\n4d4\texture\n4d4_a1_clt01_n.dds,256x256,BC3_UNORM
1346,7-0_output\dun\n4d4\texture\n4d4_a1_clt01_n.dds,256x256,BC7_UNORM
1347,6-3_output\dun\n4d4\texture\n4d4_a1_stn02_n.dds,512x512,BC3_UNORM
1347,7-0_output\dun\n4d4\texture\n4d4_a1_stn02_n.dds,512x512,BC7_UNORM
1348,6-3_output\dun\n4d4\texture\n4d4_a1_stn03_n.dds,512x512,BC3_UNORM
1348,7-0_output\dun\n4d4\texture\n4d4_a1_stn03_n.dds,512x512,BC7_UNORM
1349,6-3_output\dun\n4d4\texture\n4d4_a1_stn04_n.dds,1024x1024,BC3_UNORM
1349,7-0_output\dun\n4d4\texture\n4d4_a1_stn04_n.dds,1024x1024,BC7_UNORM
1350,6-3_output\dun\n4d4\texture\n4d4_a1_stn05_n.dds,512x512,BC3_UNORM
1350,7-0_output\dun\n4d4\texture\n4d4_a1_stn05_n.dds,512x512,BC7_UNORM
1351,6-3_output\dun\n4d4\texture\n4d4_a1_stn06_n.dds,1024x1024,BC3_UNORM
1351,7-0_output\dun\n4d4\texture\n4d4_a1_stn06_n.dds,1024x1024,BC7_UNORM
1352,6-3_output\dun\n4d4\texture\n4d4_a1_wod06_n.dds,512x512,BC3_UNORM
1352,7-0_output\dun\n4d4\texture\n4d4_a1_wod06_n.dds,512x512,BC7_UNORM
1354,6-3_output\dun\n4d4\texture\n4d4_a2_cry02_n.dds,1024x1024,BC3_UNORM
1354,7-0_output\dun\n4d4\texture\n4d4_a2_cry02_n.dds,1024x1024,BC7_UNORM
1355,6-3_output\dun\n4d4\texture\n4d4_a2_g0006_n.dds,512x512,BC3_UNORM
1355,7-0_output\dun\n4d4\texture\n4d4_a2_g0006_n.dds,512x512,BC7_UNORM
1356,6-3_output\dun\n4d4\texture\n4d4_a2_stn03_n.dds,1024x1024,BC3_UNORM
1356,7-0_output\dun\n4d4\texture\n4d4_a2_stn03_n.dds,1024x1024,BC7_UNORM
1357,6-3_output\dun\n4d4\texture\n4d4_a2_stn07_n.dds,1024x1024,BC3_UNORM
1357,7-0_output\dun\n4d4\texture\n4d4_a2_stn07_n.dds,1024x1024,BC7_UNORM
1359,6-3_output\dun\n4d4\texture\n4d4_a3_min02_n.dds,1024x1024,BC3_UNORM
1359,7-0_output\dun\n4d4\texture\n4d4_a3_min02_n.dds,1024x1024,BC7_UNORM
1360,6-3_output\dun\n4d4\texture\n4d4_a3_min05_n.dds,1024x1024,BC3_UNORM
1360,7-0_output\dun\n4d4\texture\n4d4_a3_min05_n.dds,1024x1024,BC7_UNORM
1361,6-3_output\dun\n4d4\texture\n4d4_a3_mtl05_n.dds,512x512,BC3_UNORM
1361,7-0_output\dun\n4d4\texture\n4d4_a3_mtl05_n.dds,512x512,BC7_UNORM
1363,6-3_output\dun\n4d5\texture\n4d5_t2_min02_n.dds,1024x1024,BC3_UNORM
1363,7-0_output\dun\n4d5\texture\n4d5_t2_min02_n.dds,1024x1024,BC7_UNORM
1369,6-3_output\dun\n4d5\texture\_n4d5_u2_maho4_n.dds,512x512,BC3_UNORM
1369,7-0_output\dun\n4d5\texture\_n4d5_u2_maho4_n.dds,512x512,BC7_UNORM
1370,6-3_output\dun\n4d6\texture\n4d6_a0_mtl01_n.dds,1024x1024,BC3_UNORM
1370,7-0_output\dun\n4d6\texture\n4d6_a0_mtl01_n.dds,1024x1024,BC7_UNORM
1371,6-3_output\dun\n4d6\texture\n4d6_a0_stn01_n.dds,512x512,BC3_UNORM
1371,7-0_output\dun\n4d6\texture\n4d6_a0_stn01_n.dds,512x512,BC7_UNORM
1372,6-3_output\dun\n4d6\texture\n4d6_a0_stn02_n.dds,1024x1024,BC3_UNORM
1372,7-0_output\dun\n4d6\texture\n4d6_a0_stn02_n.dds,1024x1024,BC7_UNORM
1373,6-3_output\dun\n4d6\texture\n4d6_a1_cry01_n.dds,512x512,BC3_UNORM
1373,7-0_output\dun\n4d6\texture\n4d6_a1_cry01_n.dds,512x512,BC7_UNORM
1374,6-3_output\dun\n4d6\texture\n4d6_a1_gls03_n.dds,512x512,BC3_UNORM
1374,7-0_output\dun\n4d6\texture\n4d6_a1_gls03_n.dds,512x512,BC7_UNORM
1378,6-3_output\dun\n4d6\texture\n4d6_a1_mtl01_n.dds,256x512,BC3_UNORM
1378,7-0_output\dun\n4d6\texture\n4d6_a1_mtl01_n.dds,256x512,BC7_UNORM
1379,6-3_output\dun\n4d6\texture\n4d6_a1_mtl05_n.dds,512x512,BC3_UNORM
1379,7-0_output\dun\n4d6\texture\n4d6_a1_mtl05_n.dds,512x512,BC7_UNORM
1380,6-3_output\dun\n4d6\texture\n4d6_a1_mtl07_n.dds,512x512,BC3_UNORM
1380,7-0_output\dun\n4d6\texture\n4d6_a1_mtl07_n.dds,512x512,BC7_UNORM
1381,6-3_output\dun\n4d6\texture\n4d6_a1_mtl08_n.dds,512x512,BC3_UNORM
1381,7-0_output\dun\n4d6\texture\n4d6_a1_mtl08_n.dds,512x512,BC7_UNORM
1383,6-3_output\dun\n4d6\texture\n4d6_a1_mtl09_n.dds,512x512,BC3_UNORM
1383,7-0_output\dun\n4d6\texture\n4d6_a1_mtl09_n.dds,512x512,BC7_UNORM
1385,6-3_output\dun\n4d6\texture\n4d6_a1_mtl10_n.dds,1024x1024,BC3_UNORM
1385,7-0_output\dun\n4d6\texture\n4d6_a1_mtl10_n.dds,1024x1024,BC7_UNORM
1386,6-3_output\dun\n4d6\texture\n4d6_a1_stn01_n.dds,1024x1024,BC3_UNORM
1386,7-0_output\dun\n4d6\texture\n4d6_a1_stn01_n.dds,1024x1024,BC7_UNORM
1387,6-3_output\dun\n4d6\texture\n4d6_a1_stn02_n.dds,512x512,BC3_UNORM
1387,7-0_output\dun\n4d6\texture\n4d6_a1_stn02_n.dds,512x512,BC7_UNORM
1388,6-3_output\dun\n4d6\texture\n4d6_a1_stn03_n.dds,512x512,BC3_UNORM
1388,7-0_output\dun\n4d6\texture\n4d6_a1_stn03_n.dds,512x512,BC7_UNORM
1389,6-3_output\dun\n4d6\texture\n4d6_a1_stn04_n.dds,512x512,BC3_UNORM
1389,7-0_output\dun\n4d6\texture\n4d6_a1_stn04_n.dds,512x512,BC7_UNORM
1390,6-3_output\dun\n4d6\texture\n4d6_a1_stn05_n.dds,512x512,BC3_UNORM
1390,7-0_output\dun\n4d6\texture\n4d6_a1_stn05_n.dds,512x512,BC7_UNORM
1391,6-3_output\dun\n4d6\texture\n4d6_a1_stn06_n.dds,512x512,BC3_UNORM
1391,7-0_output\dun\n4d6\texture\n4d6_a1_stn06_n.dds,512x512,BC7_UNORM
1392,6-3_output\dun\n4d6\texture\n4d6_a1_stn07_n.dds,512x512,BC3_UNORM
1392,7-0_output\dun\n4d6\texture\n4d6_a1_stn07_n.dds,512x512,BC7_UNORM
1393,6-3_output\dun\n4d6\texture\n4d6_a1_stn10_n.dds,1024x1024,BC3_UNORM
1393,7-0_output\dun\n4d6\texture\n4d6_a1_stn10_n.dds,1024x1024,BC7_UNORM
1394,6-3_output\dun\n4d6\texture\n4d6_a1_stn11_n.dds,512x512,BC3_UNORM
1394,7-0_output\dun\n4d6\texture\n4d6_a1_stn11_n.dds,512x512,BC7_UNORM
1398,6-3_output\dun\n4d6\texture\n4d6_a2_stn01_n.dds,1024x2048,BC3_UNORM
1398,7-0_output\dun\n4d6\texture\n4d6_a2_stn01_n.dds,1024x2048,BC7_UNORM
1399,6-3_output\dun\n4d6\texture\n4d6_a2_stn02_n.dds,1024x1024,BC3_UNORM
1399,7-0_output\dun\n4d6\texture\n4d6_a2_stn02_n.dds,1024x1024,BC7_UNORM
1400,6-3_output\dun\n4d6\texture\n4d6_a2_stn03_n.dds,1024x1024,BC3_UNORM
1400,7-0_output\dun\n4d6\texture\n4d6_a2_stn03_n.dds,1024x1024,BC7_UNORM
1401,6-3_output\dun\n4d6\texture\n4d6_a2_stn05_n.dds,256x256,BC3_UNORM
1401,7-0_output\dun\n4d6\texture\n4d6_a2_stn05_n.dds,256x256,BC7_UNORM
1402,6-3_output\dun\n4d6\texture\n4d6_a2_stn06_n.dds,1024x1024,BC3_UNORM
1402,7-0_output\dun\n4d6\texture\n4d6_a2_stn06_n.dds,1024x1024,BC7_UNORM
1403,6-3_output\dun\n4d6\texture\n4d6_a2_stn14_n.dds,512x512,BC3_UNORM
1403,7-0_output\dun\n4d6\texture\n4d6_a2_stn14_n.dds,512x512,BC7_UNORM
1404,6-3_output\dun\n4d6\texture\n4d6_a3_min12_n.dds,1024x1024,BC3_UNORM
1404,7-0_output\dun\n4d6\texture\n4d6_a3_min12_n.dds,1024x1024,BC7_UNORM
1407,6-3_output\dun\n4d6\texture\_n4d6_a2_stn06_n.dds,1024x1024,BC3_UNORM
1407,7-0_output\dun\n4d6\texture\_n4d6_a2_stn06_n.dds,1024x1024,BC7_UNORM
1410,6-3_output\dun\n4d8\texture\n4d8_a1_bst01_n.dds,1024x1024,BC3_UNORM
1410,7-0_output\dun\n4d8\texture\n4d8_a1_bst01_n.dds,1024x1024,BC7_UNORM
1412,6-3_output\dun\n4d8\texture\n4d8_a1_fsh04_n.dds,128x128,BC3_UNORM
1412,7-0_output\dun\n4d8\texture\n4d8_a1_fsh04_n.dds,128x128,BC7_UNORM
1413,6-3_output\dun\n4d8\texture\n4d8_a1_fsh12_n.dds,128x128,BC3_UNORM
1413,7-0_output\dun\n4d8\texture\n4d8_a1_fsh12_n.dds,128x128,BC7_UNORM
1414,6-3_output\dun\n4d8\texture\n4d8_a1_mtl05_n.dds,1024x1024,BC3_UNORM
1414,7-0_output\dun\n4d8\texture\n4d8_a1_mtl05_n.dds,1024x1024,BC7_UNORM
1415,6-3_output\dun\n4d8\texture\n4d8_a1_mtl06_n.dds,1024x1024,BC3_UNORM
1415,7-0_output\dun\n4d8\texture\n4d8_a1_mtl06_n.dds,1024x1024,BC7_UNORM
1416,6-3_output\dun\n4d8\texture\n4d8_a1_mtl08_n.dds,1024x1024,BC3_UNORM
1416,7-0_output\dun\n4d8\texture\n4d8_a1_mtl08_n.dds,1024x1024,BC7_UNORM
1425,6-3_output\dun\n4d8\texture\n4d8_a1_stn01_n.dds,1024x1024,BC3_UNORM
1425,7-0_output\dun\n4d8\texture\n4d8_a1_stn01_n.dds,1024x1024,BC7_UNORM
1426,6-3_output\dun\n4d8\texture\n4d8_a2_g0001_n.dds,512x512,BC3_UNORM
1426,7-0_output\dun\n4d8\texture\n4d8_a2_g0001_n.dds,512x512,BC7_UNORM
1427,6-3_output\dun\n4d8\texture\n4d8_a2_g0002_n.dds,512x512,BC3_UNORM
1427,7-0_output\dun\n4d8\texture\n4d8_a2_g0002_n.dds,512x512,BC7_UNORM
1428,6-3_output\dun\n4d8\texture\n4d8_a2_g0005_n.dds,512x512,BC3_UNORM
1428,7-0_output\dun\n4d8\texture\n4d8_a2_g0005_n.dds,512x512,BC7_UNORM
1448,6-3_output\dun\n4d8\texture\_n4d8_a2_plt05_n.dds,512x512,BC3_UNORM
1448,7-0_output\dun\n4d8\texture\_n4d8_a2_plt05_n.dds,512x512,BC7_UNORM
1450,6-3_output\dun\n4d8\texture\_n4d8_a2_plt06_n.dds,512x512,BC3_UNORM
1450,7-0_output\dun\n4d8\texture\_n4d8_a2_plt06_n.dds,512x512,BC7_UNORM
1459,6-3_output\dun\n4d9\texture\n4d9_a3_wod03_n.dds,128x128,BC3_UNORM
1459,7-0_output\dun\n4d9\texture\n4d9_a3_wod03_n.dds,128x128,BC7_UNORM
1467,6-3_output\dun\n4da\texture\n4da_a2_stn01_n.dds,512x512,BC3_UNORM
1467,7-0_output\dun\n4da\texture\n4da_a2_stn01_n.dds,512x512,BC7_UNORM
1469,6-3_output\dun\n4da\texture\n4da_c2_do01_n.dds,1024x2048,BC3_UNORM
1469,7-0_output\dun\n4da\texture\n4da_c2_do01_n.dds,1024x2048,BC7_UNORM
1477,6-3_output\dun\n4db\texture\n4db_a1_g0001_n.dds,512x256,BC3_UNORM
1477,7-0_output\dun\n4db\texture\n4db_a1_g0001_n.dds,512x256,BC7_UNORM
1499,6-3_output\dun\n4db\texture\n4db_a2_stn01_n.dds,1024x1024,BC3_UNORM
1499,7-0_output\dun\n4db\texture\n4db_a2_stn01_n.dds,1024x1024,BC7_UNORM
1500,6-3_output\dun\n4db\texture\n4db_a2_stn02_n.dds,512x512,BC3_UNORM
1500,7-0_output\dun\n4db\texture\n4db_a2_stn02_n.dds,512x512,BC7_UNORM
1501,6-3_output\dun\n4db\texture\n4db_a2_stn19_n.dds,512x512,BC3_UNORM
1501,7-0_output\dun\n4db\texture\n4db_a2_stn19_n.dds,512x512,BC7_UNORM
1502,6-3_output\dun\n4db\texture\n4db_a3_min01_n.dds,1024x1024,BC3_UNORM
1502,7-0_output\dun\n4db\texture\n4db_a3_min01_n.dds,1024x1024,BC7_UNORM
1505,6-3_output\dun\n4db\texture\n4db_a3_stn01_n.dds,512x512,BC3_UNORM
1505,7-0_output\dun\n4db\texture\n4db_a3_stn01_n.dds,512x512,BC7_UNORM
1506,6-3_output\dun\n4db\texture\n4db_a3_stn06_n.dds,1024x1024,BC3_UNORM
1506,7-0_output\dun\n4db\texture\n4db_a3_stn06_n.dds,1024x1024,BC7_UNORM
1507,6-3_output\dun\n4db\texture\n4db_a3_stn07_n.dds,512x512,BC3_UNORM
1507,7-0_output\dun\n4db\texture\n4db_a3_stn07_n.dds,512x512,BC7_UNORM
1508,6-3_output\dun\n5d1\texture\n5d1_a2_mtl01_n.dds,1024x1024,BC3_UNORM
1508,7-0_output\dun\n5d1\texture\n5d1_a2_mtl01_n.dds,1024x1024,BC7_UNORM
1509,6-3_output\dun\n5d1\texture\n5d1_a2_mtl05_n.dds,1024x1024,BC3_UNORM
1509,7-0_output\dun\n5d1\texture\n5d1_a2_mtl05_n.dds,1024x1024,BC7_UNORM
1510,6-3_output\dun\n5d1\texture\n5d1_a2_mtl06_n.dds,1024x1024,BC3_UNORM
1510,7-0_output\dun\n5d1\texture\n5d1_a2_mtl06_n.dds,1024x1024,BC7_UNORM
1511,6-3_output\dun\n5d1\texture\n5d1_a2_mtl07_n.dds,1024x2048,BC3_UNORM
1511,7-0_output\dun\n5d1\texture\n5d1_a2_mtl07_n.dds,1024x2048,BC7_UNORM
1512,6-3_output\dun\n5d1\texture\n5d1_a2_stn02_n.dds,1024x1024,BC3_UNORM
1512,7-0_output\dun\n5d1\texture\n5d1_a2_stn02_n.dds,1024x1024,BC7_UNORM
1518,6-3_output\dun\n5d1\texture\n5d1_t1_snw02_n.dds,1024x1024,BC3_UNORM
1518,7-0_output\dun\n5d1\texture\n5d1_t1_snw02_n.dds,1024x1024,BC7_UNORM
1519,6-3_output\dun\n5d1\texture\n5d1_t1_stn03_n.dds,1024x1024,BC3_UNORM
1519,7-0_output\dun\n5d1\texture\n5d1_t1_stn03_n.dds,1024x1024,BC7_UNORM
1530,6-3_output\dun\o3d1\texture\o3d1_a0_mtl01_n.dds,512x512,BC3_UNORM
1530,7-0_output\dun\o3d1\texture\o3d1_a0_mtl01_n.dds,512x512,BC7_UNORM
1534,6-3_output\dun\o3d1\texture\o3d1_w1_wat01_n.dds,1024x1024,BC3_UNORM
1534,7-0_output\dun\o3d1\texture\o3d1_w1_wat01_n.dds,1024x1024,BC7_UNORM
1536,6-3_output\dun\r1d1\texture\r1d1_a1_lamp1_n.dds,512x512,BC3_UNORM
1536,7-0_output\dun\r1d1\texture\r1d1_a1_lamp1_n.dds,512x512,BC7_UNORM
1540,6-3_output\dun\r1d1\texture\r1d1_t1_flor1_n.dds,512x512,BC3_UNORM
1540,7-0_output\dun\r1d1\texture\r1d1_t1_flor1_n.dds,512x512,BC7_UNORM
1541,6-3_output\dun\r1d1\texture\r1d1_t1_flor5_n.dds,512x512,BC3_UNORM
1541,7-0_output\dun\r1d1\texture\r1d1_t1_flor5_n.dds,512x512,BC7_UNORM
1542,6-3_output\dun\r1d1\texture\r1d1_t1_flor6_n.dds,512x512,BC3_UNORM
1542,7-0_output\dun\r1d1\texture\r1d1_t1_flor6_n.dds,512x512,BC7_UNORM
1544,6-3_output\dun\r1d1\texture\r1d1_t1_grnd1_n.dds,512x512,BC3_UNORM
1544,7-0_output\dun\r1d1\texture\r1d1_t1_grnd1_n.dds,512x512,BC7_UNORM
1545,6-3_output\dun\r1d1\texture\r1d1_t1_step1_n.dds,512x512,BC3_UNORM
1545,7-0_output\dun\r1d1\texture\r1d1_t1_step1_n.dds,512x512,BC7_UNORM
1548,6-3_output\dun\r1d1\texture\_r1d1_p1_pla03_d.dds,1024x1024,BC3_UNORM
1548,7-0_output\dun\r1d1\texture\_r1d1_p1_pla03_d.dds,1024x1024,BC7_UNORM
1550,6-3_output\dun\r1d2\texture\r1d1_a1_lamp1_n.dds,512x512,BC3_UNORM
1550,7-0_output\dun\r1d2\texture\r1d1_a1_lamp1_n.dds,512x512,BC7_UNORM
1551,6-3_output\dun\r1d2\texture\r1d1_t1_flor1_n.dds,512x512,BC3_UNORM
1551,7-0_output\dun\r1d2\texture\r1d1_t1_flor1_n.dds,512x512,BC7_UNORM
1552,6-3_output\dun\r1d2\texture\r1d1_t1_flor5_n.dds,512x512,BC3_UNORM
1552,7-0_output\dun\r1d2\texture\r1d1_t1_flor5_n.dds,512x512,BC7_UNORM
1553,6-3_output\dun\r1d2\texture\r1d1_t1_flor6_n.dds,512x512,BC3_UNORM
1553,7-0_output\dun\r1d2\texture\r1d1_t1_flor6_n.dds,512x512,BC7_UNORM
1554,6-3_output\dun\r1d2\texture\r1d1_t1_grnd1_n.dds,512x512,BC3_UNORM
1554,7-0_output\dun\r1d2\texture\r1d1_t1_grnd1_n.dds,512x512,BC7_UNORM
1555,6-3_output\dun\r1d2\texture\r1d1_t1_step1_n.dds,512x512,BC3_UNORM
1555,7-0_output\dun\r1d2\texture\r1d1_t1_step1_n.dds,512x512,BC7_UNORM
1558,6-3_output\dun\r1d2\texture\r1d2_t9_flor1_n.dds,512x512,BC3_UNORM
1558,7-0_output\dun\r1d2\texture\r1d2_t9_flor1_n.dds,512x512,BC7_UNORM
1560,6-3_output\dun\r1d3\texture\r1d3_a1_heat1_n.dds,256x256,BC3_UNORM
1560,7-0_output\dun\r1d3\texture\r1d3_a1_heat1_n.dds,256x256,BC7_UNORM
1562,6-3_output\dun\r1d3\texture\r1d3_a3_lamp1_n.dds,512x512,BC3_UNORM
1562,7-0_output\dun\r1d3\texture\r1d3_a3_lamp1_n.dds,512x512,BC7_UNORM
1563,6-3_output\dun\r1d3\texture\r1d3_e2_ice07_n.dds,1024x1024,BC3_UNORM
1563,7-0_output\dun\r1d3\texture\r1d3_e2_ice07_n.dds,1024x1024,BC7_UNORM
1565,6-3_output\dun\r1d3\texture\r1d3_p0_tree7_n.dds,256x512,BC3_UNORM
1565,7-0_output\dun\r1d3\texture\r1d3_p0_tree7_n.dds,256x512,BC7_UNORM
1567,6-3_output\dun\r1d3\texture\r1d3_t1_grnd2_n.dds,1024x1024,BC3_UNORM
1567,7-0_output\dun\r1d3\texture\r1d3_t1_grnd2_n.dds,1024x1024,BC7_UNORM
1568,6-3_output\dun\r1d3\texture\r1d3_t1_rock5_n.dds,1024x1024,BC3_UNORM
1568,7-0_output\dun\r1d3\texture\r1d3_t1_rock5_n.dds,1024x1024,BC7_UNORM
1572,6-3_output\dun\r2d1\texture\r2d1_a1_lam01_n.dds,512x512,BC3_UNORM
1572,7-0_output\dun\r2d1\texture\r2d1_a1_lam01_n.dds,512x512,BC7_UNORM
1573,6-3_output\dun\r2d1\texture\r2d1_a2_itm01_n.dds,512x512,BC3_UNORM
1573,7-0_output\dun\r2d1\texture\r2d1_a2_itm01_n.dds,512x512,BC7_UNORM
1574,6-3_output\dun\r2d1\texture\r2d1_a2_skl01_n.dds,512x512,BC3_UNORM
1574,7-0_output\dun\r2d1\texture\r2d1_a2_skl01_n.dds,512x512,BC7_UNORM
1575,6-3_output\dun\r2d1\texture\r2d1_a2_skl02_n.dds,256x256,BC3_UNORM
1575,7-0_output\dun\r2d1\texture\r2d1_a2_skl02_n.dds,256x256,BC7_UNORM
1577,6-3_output\dun\r2d1\texture\r2d1_a4_weap1_n.dds,1024x512,BC3_UNORM
1577,7-0_output\dun\r2d1\texture\r2d1_a4_weap1_n.dds,1024x512,BC7_UNORM
1578,6-3_output\dun\r2d1\texture\r2d1_t1_flor1_n.dds,512x512,BC3_UNORM
1578,7-0_output\dun\r2d1\texture\r2d1_t1_flor1_n.dds,512x512,BC7_UNORM
1579,6-3_output\dun\r2d1\texture\r2d1_t1_grd05_n.dds,512x512,BC3_UNORM
1579,7-0_output\dun\r2d1\texture\r2d1_t1_grd05_n.dds,512x512,BC7_UNORM
1580,6-3_output\dun\r2d1\texture\r2d1_t1_grd06_n.dds,512x512,BC3_UNORM
1580,7-0_output\dun\r2d1\texture\r2d1_t1_grd06_n.dds,512x512,BC7_UNORM
1581,6-3_output\dun\r2d1\texture\r2d1_t1_stn01_n.dds,512x512,BC3_UNORM
1581,7-0_output\dun\r2d1\texture\r2d1_t1_stn01_n.dds,512x512,BC7_UNORM
1588,6-3_output\dun\r2d3\texture\r2d3_a0_plt02_n.dds,256x512,BC3_UNORM
1588,7-0_output\dun\r2d3\texture\r2d3_a0_plt02_n.dds,256x512,BC7_UNORM
1589,6-3_output\dun\r2d3\texture\r2d3_a0_plt03_d.dds,128x256,BC3_UNORM
1589,7-0_output\dun\r2d3\texture\r2d3_a0_plt03_d.dds,128x256,BC7_UNORM
1594,6-3_output\dun\s1d1\texture\s1d1_a1_lumi1_n.dds,256x256,BC3_UNORM
1594,7-0_output\dun\s1d1\texture\s1d1_a1_lumi1_n.dds,256x256,BC7_UNORM
1597,6-3_output\dun\s1d1\texture\s1d1_a1_taka1_n.dds,256x128,BC3_UNORM
